OBJECTID,HERITAGENR,PARLOCATIO,STREETNR,STREETNAME,STREETTYPE,ADDRESS2,SUBURB,DETAILS,HERITAGECL,HERITAGE_1,HERITAGE_2,HERITAGE_3,LHPCLASSTY,LGADESC,SHRCODE,COUNCILREF,CODE,IDCODE,AS2482,AS2482DESC,LOCATIONAC,ACCURACYDE,SOURCEOFDA,INTERIMDAT,INTERIMPAR,AUTHORISAT,AUTHPARREF,POLYGONTYP,POLYGONT_1,LOCALITY,SECTION23S,SECTION16S,PLANPARCEL,VALUATIONS,DEVPLANDES,UNITNR,SHRSTATUSC,SHRSTATUSD,EXTENTOFLI,SIGNIFICAN
264043,26982,Victoria Drive ADELAIDE,,Victoria Drive,,,ADELAIDE,Former Torrens Lake Police Station,S,State,,,,Adelaide,26365,,2413,H0202413,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,A B,CR 6102/717 F38386 Q22,,ADELAIDE Council,,REG,7/03/2014,,"The former Torrens Lake Police Station is a unique surviving example of a station designed to house water police, as well as an uncommon example of a public building of the inter-War Spanish Mission style. It also has significant associations with both t"
264045,26986,South Terrace ADELAIDE,,South Terrace,,,ADELAIDE,"Shelter Shed, Princess Elizabeth Children's Playground",S,State,,,,Adelaide,26423,,2414,H0202414,16034,Shelter Shed,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,A B,CR 6102/717 H105100 S6021,,ADELAIDE Council,,REG,7/03/2014,,"The Shelter Shed was built in 1929 as part of the Princess Elizabeth Children?s Playground on South Terrace, Adelaide. The playground was constructed following the Royal visit to Adelaide by the Duke and Duchess of York in May 1927, and is representative"
244210,1268,203-207 North Terrace ADELAIDE,203-207,North Terrace,,,ADELAIDE,Office (former Dwelling and Consulting Rooms) and former G & R Wills Warehouse,S,State,,,,Adelaide,13367,,1183,H0201183,11500,Business:  Commercial/Retail,L,low level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5255/933 F139583 A1,CT 5263/314 F2373 A2","0203233306, 0203233357",ADELAIDE Council,,REG,11/09/1986,,"These two adjacent buildings became associated in the 1940s when they were acquired by John Martin & Co, whose large retail premises were nearby.

The former warehouse (1878), is historically significant for its direct association with the large South Au"
244209,1268,203-207 North Terrace ADELAIDE,203-207,North Terrace,,,ADELAIDE,Office (former Dwelling and Consulting Rooms) and former G & R Wills Warehouse,S,State,,,,Adelaide,13367,,1183,H0201183,11500,Business:  Commercial/Retail,L,low level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5255/933 F139583 A1,CT 5263/314 F2373 A2","0203233306, 0203233357",ADELAIDE Council,,REG,11/09/1986,,"These two adjacent buildings became associated in the 1940s when they were acquired by John Martin & Co, whose large retail premises were nearby.

The former warehouse (1878), is historically significant for its direct association with the large South Au"
244206,1270,254 North Terrace ADELAIDE,254,North Terrace,,,ADELAIDE,Grand Lodge of Freemasons Adelaide Masonic Centre,S,State,,,,Adelaide,10956,,1185,H0201185,12530,Civic/Community Centre,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6062/837 F162944 A93,0203345965,ADELAIDE Council,,REG,8/11/1984,,"The Adelaide Masonic Centre is historically significant as the headquarters  of Freemasonry in South Australia. It serves as the meeting place of several lodges, including the State's oldest, the Lodge of Friendship, and is also the home of the Grand Lod"
244231,1271,15-27 Pulteney Street ADELAIDE,15-27,Pulteney Street,,,ADELAIDE,Dwelling ('Ruthven Mansions'),S,State,,,,Adelaide,13368,,1186,H0201186,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5172/163 S12753 U7,CT 5172/162 S12753 U6,CT 5172/180 S12753 U24,CT 5172/179 S12753 U23,CT 5172/177 S12753 U21,CT 5172/176 S12753 U20,CT 5172/175 S12753 U19,CT 5172/174 S12753 U18,CT 5172/173 S12753 U17,CT 5172/188 S12753 U32,CT 5172/187 S12753 U31,CT","0203307117, 0203536008,0203537000,0203537035,020353706*,0203537094,0203537123,0203537158,0203537182,0203537211,0203537246,0203537270,020353730*,0203537334,0203537369,0203537393,0203537422,0203537457,0203537481,0203537510,0203537545,020353757*,0203537609,",ADELAIDE Council,,REG,11/09/1986,,"Ruthven Mansions are historically and architecturally significant because they represented, when built, a benchmark in luxury accommodation in Australia, incorporating innovations such as central vacuum cleaning, automated doors, mechanical ventilation,"
244270,1273,32-40 King William Street ADELAIDE,32-40,King William Street,,,ADELAIDE,Beehive Corner Building,S,State,,,,Adelaide,11702,,1189,H0201189,11500,Business:  Commercial/Retail,L,low level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5595/890 F166446 A94,CT 5595/896 D2857 A3,CT 5595/897 D2857 A3,CT 5597/657 D2857 A7,CT 5597/658 D2857 A6,CT 5598/711 D2857 A1,CT 6117/913 D2857 A11 & 2,CT 6117/914 F143601 A1 & 2,CT 6117/915 F143601 A1 & 2","0203733036, 0203734960,0203738961,0203742565,020374355*,0203743904",ADELAIDE Council,,REG,5/04/1984,,"The Beehive Corner Building (1897) is a rare example of commercial Gothic Revival architecture in Adelaide. It was extensively restored in the 1990s.

The building is associated with, and named after, the corner site which has been traditionally known as"
244314,1274,42-46 King William Street ADELAIDE,42-46,King William Street,,,ADELAIDE,Waterhouse Chambers Offices,S,State,,,,Adelaide,13371,,1195,H0201195,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5270/449 F147429 A1,CT 5528/18 F181808 A156,CT 6123/242 F181810 A158,CT 6123/244 F181809 A157","0203769004, 0203770048,0203772000",ADELAIDE Council,,REG,11/09/1986,,"Built between 1847 and 1850, the Waterhouse Building is significant as one of the earliest large scale commercial building developments in Adelaide, constructed only a few years after the establishment of the colony.  Its owner, TG Waterhouse, was one of"
244307,1274,42-46 King William Street ADELAIDE,42-46,King William Street,,,ADELAIDE,Waterhouse Chambers Offices,S,State,,,,Adelaide,13371,,1195,H0201195,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5270/449 F147429 A1,CT 5528/18 F181808 A156,CT 6123/242 F181810 A158,CT 6123/244 F181809 A157","0203769004, 0203770048,0203772000",ADELAIDE Council,,REG,11/09/1986,,"Built between 1847 and 1850, the Waterhouse Building is significant as one of the earliest large scale commercial building developments in Adelaide, constructed only a few years after the establishment of the colony.  Its owner, TG Waterhouse, was one of"
244300,1274,42-46 King William Street ADELAIDE,42-46,King William Street,,,ADELAIDE,Waterhouse Chambers Offices,S,State,,,,Adelaide,13371,,1195,H0201195,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5270/449 F147429 A1,CT 5528/18 F181808 A156,CT 6123/242 F181810 A158,CT 6123/244 F181809 A157","0203769004, 0203770048,0203772000",ADELAIDE Council,,REG,11/09/1986,,"Built between 1847 and 1850, the Waterhouse Building is significant as one of the earliest large scale commercial building developments in Adelaide, constructed only a few years after the establishment of the colony.  Its owner, TG Waterhouse, was one of"
244299,1274,42-46 King William Street ADELAIDE,42-46,King William Street,,,ADELAIDE,Waterhouse Chambers Offices,S,State,,,,Adelaide,13371,,1195,H0201195,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5270/449 F147429 A1,CT 5528/18 F181808 A156,CT 6123/242 F181810 A158,CT 6123/244 F181809 A157","0203769004, 0203770048,0203772000",ADELAIDE Council,,REG,11/09/1986,,"Built between 1847 and 1850, the Waterhouse Building is significant as one of the earliest large scale commercial building developments in Adelaide, constructed only a few years after the establishment of the colony.  Its owner, TG Waterhouse, was one of"
244271,1280,104-120 Hindley Street ADELAIDE,104-120,Hindley Street,,,ADELAIDE,Former West's Coffee Palace,S,State,,,,Adelaide,11584,,1207,H0201207,11550,Restaurant - Cabaret - Nightclub,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5109/130 F101428 A11,CT 5218/166 F124968 A5,CT 5295/68 F159087 A1,CT 5561/581 F181471 A629,CT 5858/197 F181476 A634,CT 6049/931 F207413 A123,CT 6124/792 F181475 A633,CT 6124/793 F181472 A630","0200224009, 0200224105,0200226258,0200226303,0200227031,0200228026,020022894*,0200229045",ADELAIDE Council,,REG,5/04/1984,,"Dating from 1903, West's Coffee Palace represents a major early work of the significant South Australian architect, Albert Selmar Conrad.  It is an excellent example of the Edwardian Free Style of architecture which combines ""Byzantine"" elements with typ"
263780,26256,2-12 King William Street ADELAIDE,2-12,King William Street,,,ADELAIDE,Former Westpac Bank (former Bank of New South Wales),S,State,,,,Adelaide,11753,,2399,H0202399,10100,Occupied buildings in general,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,E,CT 5728/233 F181848 A196,,,,REG,8/03/2013,,"Constructed between 1939 and 1942, the former Westpac Bank building is significant for its modern expression of inter-war commercial multi-storey architecture and is the only large-scale example of the Inter-War stripped classical style of architecture i"
244380,1284,97 King William Street ADELAIDE,97,King William Street,,,ADELAIDE,BankSA (former Savings Bank of South Australia Head Office),S,State,,,,Adelaide,13384,,1217,H0201217,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6058/64 D31102 A104,0200934908,ADELAIDE Council,,REG,11/09/1986,,"Historically, the Savings Bank of South Australia building is significant because it represents a wholly South Australian Bank established in the early years of the colony.  Built 1939-1943, it is a symbol of the continued growth of the Bank's operations"
246113,1289,25 Pirie Street ADELAIDE,25,Pirie Street,,,ADELAIDE,Meeting Hall (former Pirie Street Wesleyan Methodist Church Meeting Hall),S,State,,,,Adelaide,10654,,1223,H0201223,12560,Hall,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5751/329 F181672 A830,0205096114,ADELAIDE Council,,REG,6/05/1982,,"Built in 1862, the former Methodist Meeting Hall is the last remaining part of a complex which was once the centre of Methodism in South Australia. It was associated with the adjacent  Wesleyan Methodist Church (now demolished) and reflects the growth of"
244540,1300,281-287 King William Street ADELAIDE,281-287,King William Street,,,ADELAIDE,Local and District Court (former Police Court),S,State,,,,Adelaide,10856,,1235,H0201235,14560,Law Courts,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5760/599 T105101 T408,0211601527,ADELAIDE Council,,REG,24/07/1980,,"The Local and District Court (former Police Court) is significant as one of the State's most important group of law buildings, forming a distinct precinct at the southern end of Adelaide's Victoria Square. It has direct associations with the other three"
244638,1301,308 King William Street ADELAIDE,308,King William Street,,,ADELAIDE,Crown & Sceptre Hotel,S,State,,,,Adelaide,13431,,1236,H0201236,10510,Hotel - Motel - Inn,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6130/120 D57672 A10,0207794602,ADELAIDE Council,,REG,11/09/1986,,Dating from 1877 the Crown and Sceptre Hotel is architecturally significant as an excellent example of an Italianate design by the notable architectural firm of Woods & McMinn.  The classically designed details are excellently executed and still remain i
246160,1302,17 Morialta Street ADELAIDE,17,Morialta Street,,,ADELAIDE,Adelaide Benevolent and Strangers' Friend Society Hall,S,State,,,,Adelaide,13410,,1237,H0201237,12560,Hall,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5986/803 F181240 A398,020156200*,ADELAIDE Council,,REG,14/02/1986,,"The Adelaide Benevolent and Strangers' Friend Society's Hall (Elder Hall), completed in 1898, is historically significant for being built for the Adelaide Benevolent and Strangers' Friend Society.  Founded in 1849, the Society is reputedly the oldest sec"
246152,1303,181-191 Victoria Square ADELAIDE,181-191,Victoria Square,,,ADELAIDE,Beacon House (former MLC [Mutual Life and Citizens' Assurance Company Ltd] Building),S,State,,,,Adelaide,13596,,1238,H0201238,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5007/302 S7176 U7,CT 5007/304 S7176 U9,CT 5007/303 S7176 U8,CT 5007/310 S7176 UCP,CT 5007/309 S7176 U14,CT 5007/308 S7176 U13,CT 5007/307 S7176 U12,CT 5007/306 S7176 U11,CT 5007/305 S7176 U10,CT 5007/301 S7176 U6,CT 5007/297 S7176 U2,CT 5007/298 S7176","0201563117, 0201563168,0201563213,0201563264,020156331*,0201563360,0201563416,0201563467,0201563512,0201563563,0201563619,020156366*,0201563715,0201563766",ADELAIDE Council,,REG,11/09/1986,,"Architecturally, the former MLC building is a highly developed example of the International Style of light, steel framed, curtain wall skyscrapers, and is the most sophisticated example of the building type erected in Adelaide and Australia. Designed in"
244273,1312,222-228 Hindley Street ADELAIDE,222-228,Hindley Street,,,ADELAIDE,Office (former SA Brewing Company Offices),S,State,,,,Adelaide,13354,,1247,H0201247,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5646/821 F181417 A575,0200272019,ADELAIDE Council,,REG,11/09/1986,,"The building is of historical significance because of its association with the South Australian Brewing Company, for which it was built in 1940-41 as the administrative headquarters. They were sited near the now demolished West End  brewery, which moved"
246155,1326,Rear 65 Flinders Street ADELAIDE,Rear 65,Flinders Street,,,ADELAIDE,Mead Hall,S,State,,,,Adelaide,10861,,1262,H0201262,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,A E,CT 5461/420 F18084 A51,0205470006,ADELAIDE Council,,REG,11/12/1997,,"Flinders Street Baptist Church was completed in 1863, and is a State Heritage Place. Mead Hall was erected in 1867/70, and the manse in 1877.  The Church, the hall and the manse form an impressive group of ecclesiastical buildings, the integrity of which"
244379,1331,52-60 East Terrace ADELAIDE,52-60,East Terrace,,,ADELAIDE,Former Municipal Tramways Trust (MTT) No.1 Converter Station,S,State,,,,Adelaide,10986,,1269,H0201269,18100,Historic Sites (unclassified),H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6102/720 D54280 A501,0204798077,ADELAIDE Council,,REG,14/02/1985,,"Built in 1908 and designed by English & Soward, the former Municipal Tramways Trust (MTT) No.1 Converter Station is historically significant because of its identification with the foundation of the MTT, the commencement of the electrification of the tram"
244345,1333,233-235 Grenfell Street ADELAIDE,233-235,Grenfell Street,,,ADELAIDE,The Old Exchange Hotel (originally Producers Club Hotel),S,State,,,,Adelaide,10994,,1272,H0201272,10510,Hotel - Motel - Inn,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5528/17 F181802 A150,CT 5975/63 F102897 A22",0204790964,ADELAIDE Council,,REG,5/04/1984,,"Formerly known as the Producers Hotel, this hotel was built in 1906 by the South Australian Brewing Company in anticipation of the increased trade provided by the recently established nearby East End Fruit and Produce Exchange.  It is an important and ra"
244344,1333,233-235 Grenfell Street ADELAIDE,233-235,Grenfell Street,,,ADELAIDE,The Old Exchange Hotel (originally Producers Club Hotel),S,State,,,,Adelaide,10994,,1272,H0201272,10510,Hotel - Motel - Inn,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5528/17 F181802 A150,CT 5975/63 F102897 A22",0204790964,ADELAIDE Council,,REG,5/04/1984,,"Formerly known as the Producers Hotel, this hotel was built in 1906 by the South Australian Brewing Company in anticipation of the increased trade provided by the recently established nearby East End Fruit and Produce Exchange.  It is an important and ra"
244205,1336,263-264 North Terrace ADELAIDE,263-264,North Terrace,,,ADELAIDE,Office (former Dwelling),S,State,,,,Adelaide,13377,,1275,H0201275,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5085/918 F1660 A1,CT 5128/559 F1660 A2","0203356808, 0203356904",ADELAIDE Council,,REG,11/09/1986,,"These attached two storey houses were built for Dr John Fisher in 1872.  Designed by English & Rees, they featured large summer living rooms in the basements and the westernmost one had a surgery and waiting room on the ground floor.  From the 1880s it b"
244204,1336,263-264 North Terrace ADELAIDE,263-264,North Terrace,,,ADELAIDE,Office (former Dwelling),S,State,,,,Adelaide,13377,,1275,H0201275,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5085/918 F1660 A1,CT 5128/559 F1660 A2","0203356808, 0203356904",ADELAIDE Council,,REG,11/09/1986,,"These attached two storey houses were built for Dr John Fisher in 1872.  Designed by English & Rees, they featured large summer living rooms in the basements and the westernmost one had a surgery and waiting room on the ground floor.  From the 1880s it b"
244364,1337,298 North Terrace ADELAIDE,298,North Terrace,,,ADELAIDE,Ayers House and former Coach House/Stables and Wall,S,State,,,,Adelaide,10849,,1276,H0201276,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5927/883 D61170 A500,020338610*,ADELAIDE Council,,REG,24/07/1980,,From 1855 to 1897 Ayers House was the family home of notable South Australian colonist Sir Henry Ayers (seven times Premier of South Australia and President of the Legislative Council for 13 years). The house has special associations with both his busine
244221,1337,298 North Terrace ADELAIDE,298,North Terrace,,,ADELAIDE,Ayers House and former Coach House/Stables and Wall,S,State,,,,Adelaide,10849,,1276,H0201276,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5927/883 D61170 A500,020338610*,ADELAIDE Council,,REG,24/07/1980,,From 1855 to 1897 Ayers House was the family home of notable South Australian colonist Sir Henry Ayers (seven times Premier of South Australia and President of the Legislative Council for 13 years). The house has special associations with both his busine
246148,1348,282-288 Franklin Street ADELAIDE,282-288,Franklin Street,,,ADELAIDE,Greek Orthodox Church & Bell Tower,S,State,,,,Adelaide,13205,,1302,H0201302,15500,Religious Building,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,F,"CT 5494/878 F4869 A3,CT 5494/879 F4869 A4,CT 5494/880 F4869 A5",0201440803,ADELAIDE Council,,REG,11/12/1997,,"This Greek Orthodox Church, erected in 1966 and known as the Cathedral of the Archangels Michael and Gabriel, is significant as the principal place of worship for the Greek community in the city, and as a prominent symbol of non-British migration to Aust"
