id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b20647578,http://www.catalog.slsa.sa.gov.au/record=b2064757,http://www.catalog.slsa.sa.gov.au/xrecord=b2064757,,Nurney House,1929,Photograph  16.7 cm x 13.7 cm,"Nurney House, built in 1846 by Captain Charles Harvey Bagot in Stanley Street  it was named after Nurney Castle, the family home in Ireland. The house stands back about 30 yards from the street. Left side is 70 yards east of Lefevre Terrace. Frontage: 14 1/2 yards. Demolished in 1930",,http://images.slsa.sa.gov.au/mpcimg/05000/B4972.jpg,1028
b2064758x,http://www.catalog.slsa.sa.gov.au/record=b2064758,http://www.catalog.slsa.sa.gov.au/xrecord=b2064758,"State Library of South Australia, photographer",Kingston Terrace,1930,Photograph  35.7 cm x 25.4 cm,"Kingston Terrace, January 20th, 1930. The telegraph pole on the left is 67 yards east of Brougham Place",,http://images.slsa.sa.gov.au/mpcimg/05750/B5694.jpg,1028
b20647591,http://www.catalog.slsa.sa.gov.au/record=b2064759,http://www.catalog.slsa.sa.gov.au/xrecord=b2064759,"State Library of South Australia, photographer",Kingston Terrace,1930,Photograph  14.0 cm x 8.0 cm,"Kingston Terrace, January 20th, 1930. The building is Nurney House (back view), the old Bagot family home. The left side of the stables on the extreme left is 106 east of Brougham Place. Right side of Nurney House is 70 yards east of Brougham Place. Nurney House was demolished in 1930",,http://images.slsa.sa.gov.au/mpcimg/05750/B5697.jpg,1028
b20647608,http://www.catalog.slsa.sa.gov.au/record=b2064760,http://www.catalog.slsa.sa.gov.au/xrecord=b2064760,"State Library of South Australia, photographer",Kingston Terrace,1931,Photograph  14.1 cm x 8.3 cm,"Kingston Terrace, April 21st, 1931. House in centre erected in 1930. Near west side of house is 70 yards east of Brougham Place. Frontage : 36 yards",,http://images.slsa.sa.gov.au/mpcimg/06000/B5915.jpg,1028
b2064761x,http://www.catalog.slsa.sa.gov.au/record=b2064761,http://www.catalog.slsa.sa.gov.au/xrecord=b2064761,"State Library of South Australia, photographer",Stanley Street,1931,Photograph  14.1 cm x 8.3 cm,"Stanley Street, north side, April 21st, 1931. Left side of house, built in 1931, is 70 yards east of Lefevre Terrace. Frontage: 27 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/06000/B5926.jpg,1028
b20647505,http://www.catalog.slsa.sa.gov.au/record=b2064750,http://www.catalog.slsa.sa.gov.au/xrecord=b2064750,"State Library of South Australia, photographer","Kingston Terrace, North Adelaide",1923,Photograph  14 cm x 8.2 cm,"Kingston Terrace, North Adelaide, at the southern corner of Lefevre Terrace, on December 17th, 1923. The house in the foreground was demolished between 17th December 1923 and 4th of October 1924. It was replaced by a private garden and garage",,http://images.slsa.sa.gov.au/mpcimg/02000/B1861.jpg,1027
b20647542,http://www.catalog.slsa.sa.gov.au/record=b2064754,http://www.catalog.slsa.sa.gov.au/xrecord=b2064754,,Nurney House,1930,Photograph  21 cm x 15 cm,Nurney House: detail of its structure,,http://images.slsa.sa.gov.au/mpcimg/34000/B33786.jpg,1027
b20647554,http://www.catalog.slsa.sa.gov.au/record=b2064755,http://www.catalog.slsa.sa.gov.au/xrecord=b2064755,,Nurney House,1930,Photograph  20.5 cm x 15.5 cm,Nurney House: detail,,http://images.slsa.sa.gov.au/mpcimg/34000/B33787.jpg,1027
b20647566,http://www.catalog.slsa.sa.gov.au/record=b2064756,http://www.catalog.slsa.sa.gov.au/xrecord=b2064756,,Nurney House,1930,Photograph  20.4 cm x 15.4 cm,"Nurney House, Kingston Terrace, south side",,http://images.slsa.sa.gov.au/mpcimg/34250/B34143.jpg,1027
b20647372,http://www.catalog.slsa.sa.gov.au/record=b2064737,http://www.catalog.slsa.sa.gov.au/xrecord=b2064737,,"Brougham Place, North Adelaide",1927,Photograph  15.2 cm x 11.1 cm,"[General description] This Church was designed by Edmund W. Wright and E. A. Hamilton, in the Venetian Ionic style. It was opened in February 1861 and remained in an unfinished state until its completion in 1872 when the tower was added. The railings enclosing the building were from the foundry of Mr. H. B. Hawke of Kapunda. Compare with B 2855 with a view taken in 1860. [On back of photograph] 'Acre 1026 / Congregational Church, Brougham Place, North Adelaide / Before 1927 / (Tower added in 1872)'","Congregational Church (North Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/04500/B4380.jpg,1026
b20647384,http://www.catalog.slsa.sa.gov.au/record=b2064738,http://www.catalog.slsa.sa.gov.au/xrecord=b2064738,,Brougham Place,1929,Photograph  14.0 cm x 8.2 cm,"Brougham Place, August 17th 1929, right side of building is 84 yards north of Melbourne Street and frontage is 15.5 yards",,http://images.slsa.sa.gov.au/mpcimg/05250/B5235.jpg,1026
b20647396,http://www.catalog.slsa.sa.gov.au/record=b2064739,http://www.catalog.slsa.sa.gov.au/xrecord=b2064739,"State Library of South Australia, photographer",Brougham Place,1930,Photograph  14.0 cm x 8.0 cm,"Brougham Place, February 24th 1930, left side of the building is 39 yards south of Stanley Street and right side is 81 yards north of Melbourne Street",,http://images.slsa.sa.gov.au/mpcimg/05750/B5719.jpg,1026
b20647268,http://www.catalog.slsa.sa.gov.au/record=b2064726,http://www.catalog.slsa.sa.gov.au/xrecord=b2064726,"State Library of South Australia, photographer",Stanley Street,1936,Photograph  13.5 cm x 7.8 cm,"Stanley Street, south side, February 3rd 1936",,http://images.slsa.sa.gov.au/mpcimg/07000/B6816.jpg,1023
b2064727x,http://www.catalog.slsa.sa.gov.au/record=b2064727,http://www.catalog.slsa.sa.gov.au/xrecord=b2064727,"State Library of South Australia, photographer",Stanley Street,1937,Photograph,"Stanley Street, south side, February 23rd 1937, frontage of house is 14 yards",,http://images.slsa.sa.gov.au/mpcimg/07000/B6921.jpg,1023
b20647207,http://www.catalog.slsa.sa.gov.au/record=b2064720,http://www.catalog.slsa.sa.gov.au/xrecord=b2064720,"State Library of South Australia, photographer",Stanley Street,1936,Photograph  13.6 cm x 8.1 cm,"Stanley Street, south side, April 21st 1936, right side of cottage is 49.5 yards east of New Street and frontage is 14.5 yards",,http://images.slsa.sa.gov.au/mpcimg/07000/B6824.jpg,1022
b20647219,http://www.catalog.slsa.sa.gov.au/record=b2064721,http://www.catalog.slsa.sa.gov.au/xrecord=b2064721,"State Library of South Australia, photographer",Stanley Street,1936,Photograph  13.6 cm x 8.1 cm,"Stanley Street, south side, April 21st 1936, right side of houses is 25.5 yards east of New Street and frontage is 15.5 yards",,http://images.slsa.sa.gov.au/mpcimg/07000/B6823.jpg,1022
b20647220,http://www.catalog.slsa.sa.gov.au/record=b2064722,http://www.catalog.slsa.sa.gov.au/xrecord=b2064722,"State Library of South Australia, photographer",Stanley Street,1937,Photograph  13.4 cm x 7.8 cm,"Stanley Street, south side, February 23rd 1937, cottage is 49.5 yards east of New Street and frontage is 14.5 yards",,http://images.slsa.sa.gov.au/mpcimg/07000/B6922.jpg,1022
b20647232,http://www.catalog.slsa.sa.gov.au/record=b2064723,http://www.catalog.slsa.sa.gov.au/xrecord=b2064723,"State Library of South Australia, photographer",Stanley Street,1937,Photograph  13.4 cm x 7.8 cm,"Stanley Street, south side, February 23rd 1937, right side of house is 28 yards east of New Street and frontage is 13 yards",,http://images.slsa.sa.gov.au/mpcimg/07000/B6923.jpg,1022
b20647244,http://www.catalog.slsa.sa.gov.au/record=b2064724,http://www.catalog.slsa.sa.gov.au/xrecord=b2064724,"State Library of South Australia, photographer",Stanley Street,1942,Photograph  13.7 cm x 8.1 cm,"Stanley Street, south side, April 15th 1942",,http://images.slsa.sa.gov.au/mpcimg/11000/B10933.jpg,1022
b20647189,http://www.catalog.slsa.sa.gov.au/record=b2064718,http://www.catalog.slsa.sa.gov.au/xrecord=b2064718,,Stanley Street,1930,Photograph,"Stanley Street, North Adelaide",,http://images.slsa.sa.gov.au/mpcimg/39500/B39316.jpg,1021
b20647712,http://www.catalog.slsa.sa.gov.au/record=b2064771,http://www.catalog.slsa.sa.gov.au/xrecord=b2064771,"State Library of South Australia, photographer",Kingston Terrace,1931,Photograph  14.1 cm x 8.3 cm,"Kingston Terrace, 21st April 1931. Left side of house is 93 1/2 yards west of Jerningham Street. Frontage: 26 1/2 yards. It was erected in 1929-30",,http://images.slsa.sa.gov.au/mpcimg/06000/B5916.jpg,1020
b20647049,http://www.catalog.slsa.sa.gov.au/record=b2064704,http://www.catalog.slsa.sa.gov.au/xrecord=b2064704,"State Library of South Australia, photographer","Stanley Street, North Adelaide",1924,Photograph  14.3 cm x 8.2 cm,"Stanley Street, North Adelaide, south side, on April 26th, 1924. Cottages on the left are 51 yards from West Pallant Street",Cottages -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/02250/B2214.jpg,1016
b20647050,http://www.catalog.slsa.sa.gov.au/record=b2064705,http://www.catalog.slsa.sa.gov.au/xrecord=b2064705,"State Library of South Australia, photographer","Stanley Street, North Adelaide",1924,Photograph  14.3 cm x 8.2 cm,"Stanley Street, North Adelaide, south side, April 26th 1924, showing the premises of J.W. Ells' Blacksmith and Wheelwright. This property was the scene of a triple murder in July 1885. The Pictorial Australia for July 1885 reported  the crime and illustrated the Smithy, at that time owned by Ernst Weger. It has since been demolished",Blacksmiths -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/02250/B2215.jpg,1016
b20647062,http://www.catalog.slsa.sa.gov.au/record=b2064706,http://www.catalog.slsa.sa.gov.au/xrecord=b2064706,"State Library of South Australia, photographer",Sussex Street,1936,Photograph  13.5 cm x 7.8 cm,"Sussex Street, north side, January 4th 1936, near side of kindergarten is 30.5 yards west of West Pallant Street and frontage is 16.5 yards","Lucy Morice Free Kindergarten (North Adelaide, S. Aust.);Kindergarten facilities -- South Australia -- North Adelaide",http://images.slsa.sa.gov.au/mpcimg/07000/B6811.jpg,1016
b20647013,http://www.catalog.slsa.sa.gov.au/record=b2064701,http://www.catalog.slsa.sa.gov.au/xrecord=b2064701,"State Library of South Australia, photographer","Sussex Street, North Adelaide",1927,Photograph  14.0 cm x 8.0 cm,"[General description] This is a group of three workman's attached cottages, with wooden fencing, mullion windows and iron roof. [On back of photograph] 'Acre 1015 / Sussex Street, north side, east corner of West Pallant Street / Sept. 22, 1927 / Frontage of cottages: 5.5 yards.' (Another hand) 'These houses were remodelled before the end of the year. (See B 4784)'",Cottages -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/04250/B4249.jpg,1015
b20647025,http://www.catalog.slsa.sa.gov.au/record=b2064702,http://www.catalog.slsa.sa.gov.au/xrecord=b2064702,"State Library of South Australia, photographer","Sussex Street, North Adelaide",1928,Photograph  14.0 cm x 8.1 cm,"[General description] This pair of cottages was originally a group of three workmen's cottages. They have been remodelled in the popular Bungalow style of the era with a large half timbered gable at the front. [On back of photograph] 'Acre 1015 / Sussex Street, north side / east corner of West Pallant St., / June 18th 1928 / For photo. taken in September 1927 just before this house was remodelled / See B 4249. / Frontage of cottages is 15.5 yards'","Cottages -- South Australia -- North Adelaide;Architecture, Domestic -- 20th Century -- South Australia -- North Adelaide",http://images.slsa.sa.gov.au/mpcimg/05000/B4784.jpg,1015
b20646975,http://www.catalog.slsa.sa.gov.au/record=b2064697,http://www.catalog.slsa.sa.gov.au/xrecord=b2064697,"State Library of South Australia, photographer","Stanley Street, North Adelaide",1928,Photograph  14.0 cm x 8.1 cm,"[General description] This house is built in the Bungalow style popular in the Inter-war period. It features a large half timbered gable on the front verandah. Its name, painted over the verandah is 'Trevorrow'. [On back of photograph] 'Acre 1014 / Stanley Street, south side / June 18th 1928 / this house was erected on a vacant site in 1927 / Site: Right side of house is 74.5 yards east of West Pallant Street / Frontage is 11 yards'","Architecture, Domestic -- 20th Century -- South Australia -- North Adelaide;Stanley Street, (North Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/05000/B4783.jpg,1014
b2064680x,http://www.catalog.slsa.sa.gov.au/record=b2064680,http://www.catalog.slsa.sa.gov.au/xrecord=b2064680,,Stanley Street,1935,Photograph  11.8 cm x 9.1 cm,"Stanley Street, south side, 1935, hall is 53 yards west of East Pallant Street and frontage is 12 yards",,http://images.slsa.sa.gov.au/mpcimg/07000/B6789.jpg,1012
b20646823,http://www.catalog.slsa.sa.gov.au/record=b2064682,http://www.catalog.slsa.sa.gov.au/xrecord=b2064682,"State Library of South Australia, photographer",Kentish Arms Hotel,1941,Photograph  15 cm x 8.8 cm,"Kentish Arms Hotel in Stanley Street, south side, November 5th 1941, frontage of hotel is 16 yards","Kentish Arms Hotel (North Adelaide, S. Aust.);Hotels -- South Australia -- North Adelaide",http://images.slsa.sa.gov.au/mpcimg/10750/B10731.jpg,1012
b20646835,http://www.catalog.slsa.sa.gov.au/record=b2064683,http://www.catalog.slsa.sa.gov.au/xrecord=b2064683,"State Library of South Australia, photographer",Stanley Street,1942,Photograph  13.7 cm x 8.1 cm,"Stanley Street, south side, April 14th 1942, left side of the hall is 52 yards west of East Pallant Street and frontage is 8 yards",,http://images.slsa.sa.gov.au/mpcimg/11000/B10925.jpg,1012
b20646720,http://www.catalog.slsa.sa.gov.au/record=b2064672,http://www.catalog.slsa.sa.gov.au/xrecord=b2064672,"State Library of South Australia, photographer",Melbourne Street,1930,Photograph  13.7 cm x 8.1 cm,"Melbourne Street, north side, June 18th 1930, far side of the cottages is 36 yards west of East Pallant Street and frontage is 18 yards",,http://images.slsa.sa.gov.au/mpcimg/06000/B5794.jpg,1009
b20646732,http://www.catalog.slsa.sa.gov.au/record=b2064673,http://www.catalog.slsa.sa.gov.au/xrecord=b2064673,"State Library of South Australia, photographer",Melbourne Street,1931,Photograph  14.1 cm x 8.3 cm,"Melbourne Street, north side, April 21st 1931, near side of cottages is 36 yards west of East Pallant Street and frontage is 18 yards",,http://images.slsa.sa.gov.au/mpcimg/06000/B5913.jpg,1009
b20646574,http://www.catalog.slsa.sa.gov.au/record=b2064657,http://www.catalog.slsa.sa.gov.au/xrecord=b2064657,"State Library of South Australia, photographer",Melbourne Street,1927,Photograph  14.1 cm x 7.9 cm,"Melbourne Street, north side, February 18th 1927, left side of the shop is 25 yards east of West Pallant Street and frontage is 7 yards",,http://images.slsa.sa.gov.au/mpcimg/04250/B4059.jpg,1006
b20646483,http://www.catalog.slsa.sa.gov.au/record=b2064648,http://www.catalog.slsa.sa.gov.au/xrecord=b2064648,"State Library of South Australia, photographer",Melbourne Street,1942,Photograph  13.7 cm x 8.1 cm,"Melbourne Street, north side, April 14th 1942, right side of the church is 51 yards west of West Pallant Street and frontage is 9 yards",,http://images.slsa.sa.gov.au/mpcimg/11000/B10926.jpg,1005
b20646410,http://www.catalog.slsa.sa.gov.au/record=b2064641,http://www.catalog.slsa.sa.gov.au/xrecord=b2064641,"State Library of South Australia, photographer",Sussex Street,1937,Photograph  13.4 cm x 7.8 cm,"Sussex Street, south side, February 2nd 1937, cottage is 127 yards east of Jerningham Street and frontage is 10.5 yards",,http://images.slsa.sa.gov.au/mpcimg/07000/B6924.jpg,1004
b20646240,http://www.catalog.slsa.sa.gov.au/record=b2064624,http://www.catalog.slsa.sa.gov.au/xrecord=b2064624,"Government Photolithographer (S. Aust.), photographer","Melbourne street, North Adelaide",1923,Photograph  20.6 cm x 11.3 cm,"Melbourne Street, North Adelaide, north side, before May, 1923.  The extreme left of the photo is 30 yards north of Jerningham Street.  G.W. Woodward's  Melbourne Street Pharmacy is on the corner",,http://images.slsa.sa.gov.au/mpcimg/01500/B1313.jpg,1002
b20646252,http://www.catalog.slsa.sa.gov.au/record=b2064625,http://www.catalog.slsa.sa.gov.au/xrecord=b2064625,"State Library of South Australia, photographer","Jerningham Street, North Adelaide",1928,Photograph  14.0 cm x 8.1 cm,"[General description] These two stone cottages appear to be almost identical. They each have the same style of verandah posts topped with decorative cast ironwork and a wooden picket fence that runs along the front of both properties. [On back of photograph] 'Acre 1002 / Jerningham Street, west side / September 26th 1928 / New front added to house on right in 1928. See B 5724 / Site of houses: Cottage on left is 33 1/2 yards north of Melbourne Street. Frontage (including grounds) 14 yards. Frontage of cottage on right (including grounds) is 12 1/2 yards'",Cottages -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/05000/B4806.jpg,1002
b20646264,http://www.catalog.slsa.sa.gov.au/record=b2064626,http://www.catalog.slsa.sa.gov.au/xrecord=b2064626,"State Library of South Australia, photographer",Jerningham Street,1930,,"Jerningham Street, west side, May 8th 1930, left side of cottage is 48.5 yards north of Melbourne Street and frontage is 11 yards",,http://images.slsa.sa.gov.au/mpcimg/05750/B5724.jpg,1002
b23090546,http://www.catalog.slsa.sa.gov.au/record=b2309054,http://www.catalog.slsa.sa.gov.au/xrecord=b2309054,,"Moulden residence, North Adelaide",1934,Photograph (B&W print)  6 cm x 10.2 cm,"Moulden residence and garden, 238 Melbourne Street, North Adelaide, on the corner of New Street. It was owned by Arnold and Mary Moulden, and before that by Bayfield and Frances Moulden.",Gardens -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/71500/B71285.jpg,999
b23090583,http://www.catalog.slsa.sa.gov.au/record=b2309058,http://www.catalog.slsa.sa.gov.au/xrecord=b2309058,,"Moulden residence, North Adelaide",1935,Photograph (B&W print)  7.6 cm x 10.5 cm,"Moulden residence and garden, 238 Melbourne Street, North Adelaide, on the corner of New Street. It was owned by Arnold and Mary Moulden, who added the trained garden climbing plants in the terraced garden beds.",Gardens -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/71500/B71288.jpg,999
b23090601,http://www.catalog.slsa.sa.gov.au/record=b2309060,http://www.catalog.slsa.sa.gov.au/xrecord=b2309060,,"Moulden residence, North Adelaide",1935,Photograph (B&W print)  6.3 cm x 10.5 cm,"Moulden residence and garden, 238 Melbourne Street, North Adelaide, on the corner of New Street. It was owned by Arnold and Mary Moulden, whose young daughter Barbara is pictured in the terraced garden.",Gardens -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/71500/B71289.jpg,999
b20646033,http://www.catalog.slsa.sa.gov.au/record=b2064603,http://www.catalog.slsa.sa.gov.au/xrecord=b2064603,"State Library of South Australia, photographer",Brougham Place,1927,Photograph  14.0 cm x 8.1 cm,"Brougham Place, East Side, May 13th 1927, right side is 57 yards north of Melbourne Street and frontage is 14.5 yards",,http://images.slsa.sa.gov.au/mpcimg/04250/B4121.jpg,995
b20646045,http://www.catalog.slsa.sa.gov.au/record=b2064604,http://www.catalog.slsa.sa.gov.au/xrecord=b2064604,"State Library of South Australia, photographer","Melbourne Street, North Adelaide",1927,Photograph  14.2 cm x 8.0 cm,"[General description] Melbourne Street cuts across the centre of this view in which a row of tram standards appear with their wires faintly visible against the sky. Trees are seen behind a paling fence on the opposite side of the road. [On back of photograph] 'Acre 995 / Melbourne Street, north side, corner of Brougham Place / November 21st 1927 / A new garden was laid out in terraces in 1929-30. / Compare with B 5862 / The tramway standard on the extreme right is 54 1/2 yards east of Brougham place.'","Melbourne Street (North Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/04500/B4312.jpg,995
b20646070,http://www.catalog.slsa.sa.gov.au/record=b2064607,http://www.catalog.slsa.sa.gov.au/xrecord=b2064607,"Gazard, John, photographer",Brougham Place,1927,photograph;RESERVE 4 [glass plate negative],North corner Brougham Place and Melbourne Street,,http://images.slsa.sa.gov.au/mpcimg/09250/B9244.jpg,995
b20646057,http://www.catalog.slsa.sa.gov.au/record=b2064605,http://www.catalog.slsa.sa.gov.au/xrecord=b2064605,"State Library of South Australia, photographer",Brougham Place,1930,Photograph  13.9 cm x 8.2 cm,"Brougham Place, east side, May 8th 1930, west side frontage is 15.5 yards and south side frontage is 31 yards",,http://images.slsa.sa.gov.au/mpcimg/06000/B5797.jpg,995
b20646069,http://www.catalog.slsa.sa.gov.au/record=b2064606,http://www.catalog.slsa.sa.gov.au/xrecord=b2064606,,Melbourne Street,1930,Photograph  13.9 cm x 8.2 cm,"Melbourne Street, north side, September 30th 1930",,http://images.slsa.sa.gov.au/mpcimg/06000/B5862.jpg,995
b20645910,http://www.catalog.slsa.sa.gov.au/record=b2064591,http://www.catalog.slsa.sa.gov.au/xrecord=b2064591,"State Library of South Australia, photographer","Melbourne Street, North Adelaide",1923,Photograph  14.2 cm x 8.2 cm,"Melbourne Street, North Adelaide, on March 6th 1923, photographed during alterations. The right side of the cottages is 97 yards east of Brougham Place and left side is 130 yards east of Brougham Place.  For a view of the cottages after installation of balconies etc, see B 1845",,http://images.slsa.sa.gov.au/mpcimg/01250/B1222.jpg,993
b20645922,http://www.catalog.slsa.sa.gov.au/record=b2064592,http://www.catalog.slsa.sa.gov.au/xrecord=b2064592,"State Library of South Australia, photographer","Melbourne Street, North Adelaide",1923,Photograph  13.8 cm x 7.8 cm,"Melbourne Street, North Adelaide, south side, on November 24th 1923. For a photo taken before the balconettes were installed, see B 1222. The end pair of cottages on the right were demolished in 1937, and the remainder in 1941. The right side of the cottages is 97 yards east of Brougham Place",,http://images.slsa.sa.gov.au/mpcimg/02000/B1845.jpg,993
b20645855,http://www.catalog.slsa.sa.gov.au/record=b2064585,http://www.catalog.slsa.sa.gov.au/xrecord=b2064585,"State Library of South Australia, photographer",Melbourne Street,1935,Photograph  13.5 cm x 7.8 cm,"Melbourne Street, south side, December 28th 1935, right side of the house is 39.5 yards east of New Street and frontage is 11 yards",,http://images.slsa.sa.gov.au/mpcimg/07000/B6803.jpg,990
b20645843,http://www.catalog.slsa.sa.gov.au/record=b2064584,http://www.catalog.slsa.sa.gov.au/xrecord=b2064584,,Melbourne Street,1935,Photograph  11.8 cm x 9.1 cm,"Melbourne Street, south side, 1935, approximately 81.5 yards west of Frederick Street",,http://images.slsa.sa.gov.au/mpcimg/07000/B6788.jpg,989
