id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b2064730x,http://www.catalog.slsa.sa.gov.au/record=b2064730,http://www.catalog.slsa.sa.gov.au/xrecord=b2064730,,"Congregational Church, North Adelaide",1880,Photograph  19.4 cm x 14.0 cm,"Congregational Church, North Adelaide, showing a front view  of the building",,http://images.slsa.sa.gov.au/mpcimg/00500/B363.jpg,1026
b20647323,http://www.catalog.slsa.sa.gov.au/record=b2064732,http://www.catalog.slsa.sa.gov.au/xrecord=b2064732,"Gall, Ernest, photographer","Congregational Church, North Adelaide",1889,"Negative (glass, half plate)  12.1 cm x 16.5 cm;RESERVE 4","Congregational Church, North Adelaide. James Jefferis was the first minister in this church which opened in February 1861",,http://images.slsa.sa.gov.au/mpcimg/01750/B1571.jpg,1026
b20647426,http://www.catalog.slsa.sa.gov.au/record=b2064742,http://www.catalog.slsa.sa.gov.au/xrecord=b2064742,,Brougham Place,1895,Photograph  15.5 cm x 11.5 cm,"Brougham Place, North Adelaide showing the Congregational Church",,http://images.slsa.sa.gov.au/mpcimg/16500/B16489.jpg,1026
b2064744x,http://www.catalog.slsa.sa.gov.au/record=b2064744,http://www.catalog.slsa.sa.gov.au/xrecord=b2064744,,Brougham Place,1895,Postcard  13 cm x 7.6 cm,"Brougham Place, North Adelaide, showing the Congregational Church",,http://images.slsa.sa.gov.au/mpcimg/24500/B24330.jpg,1026
b20647256,http://www.catalog.slsa.sa.gov.au/record=b2064725,http://www.catalog.slsa.sa.gov.au/xrecord=b2064725,,"Stanley Street, North Adelaide",1875,Photograph  16 cm x 20.8 cm;RESERVE 4 [glass plate negative],"Stanley Street, North Adelaide, south side.  The Brougham Place Congregational Church appears on the right  and to its left, in the distance, Saint Peter's Cathedral can be seen.  Its towers have not yet being erected.  The near side of the house on the left is 24 yards west of New Street",,http://images.slsa.sa.gov.au/mpcimg/01250/B1005.jpg,1023
b20647190,http://www.catalog.slsa.sa.gov.au/record=b2064719,http://www.catalog.slsa.sa.gov.au/xrecord=b2064719,"Sweet, Samuel White, 1825-1886",North Adelaide,1875,Photograph  20.7 cm x16.3 cm;RESERVE 1 a;RESERVE 1 album [Sweet Collection folder 3],"[General description] Behind the houses and gardens of Stanley Street is the open expanse of parkland. The city can be seen further in the distance. In the centre right  a building is under construction. [On back of photograph] '1875-79. Looking south from the north side of Stanley Street. The extreme left is 41 1/2 yards east of New Street. Critical factors in determination of date are the white clock face of the G.P.O. and the presence of the old bridge on the Frome Road. This is the central portion of a panorama of three views of which B 1005 is the right portion and B 9201, the left.' (Sweet Adelaide 378).","Stanley Street, (North Adelaide, S. Aust.);Open spaces -- South Australia -- Adelaide;Parks -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/03500/B3334.jpg,1022
b20739746,http://www.catalog.slsa.sa.gov.au/record=b2073974,http://www.catalog.slsa.sa.gov.au/xrecord=b2073974,,"Heinrich Weger's house, North Adelaide",1890,Photograph (b&w print)  8.6 cm x 12.8 cm;RESERVE 1,"ACRE 1018: Heinrich Weger's house at 78 Jerningham Street, North Adelaide","Weger, Heinrich Wilhelm, 1839-1917;Architecture, Domestic -- South Australia -- North Adelaide;Pioneers -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/63750/B63533.jpg,1018
b2064713x,http://www.catalog.slsa.sa.gov.au/record=b2064713,http://www.catalog.slsa.sa.gov.au/xrecord=b2064713,,North Adelaide,1860,Photograph  20.7 cm x 15.4 cm;RESERVE 1 a;RESERVE 1 album [Sweet Collection folder 3],North Adelaide,,http://images.slsa.sa.gov.au/mpcimg/05250/B5206.jpg,1018
b20739734,http://www.catalog.slsa.sa.gov.au/record=b2073973,http://www.catalog.slsa.sa.gov.au/xrecord=b2073973,,"Blacksmith shop in Stanley Street, Adelaide",1852,Photograph (colour print)  9 cm x 13.1 cm;RESERVE 1,"ACRE 1016: Photographic reproduction of a watercolour of Ernst Weger's blacksmith shop in Stanley Street, Adelaide, now demolished","Weger, Ernst;Blacksmithing -- South Australia -- Adelaide;Blacksmiths -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/63750/B63532.jpg,1016
b20646926,http://www.catalog.slsa.sa.gov.au/record=b2064692,http://www.catalog.slsa.sa.gov.au/xrecord=b2064692,,Stanley Street,1897,Photograph (b&w print)  14.5 cm x 21.6 cm;C1,Stanley Street,,http://images.slsa.sa.gov.au/mpcimg/48250/B48071.jpg,1012
b20754462,http://www.catalog.slsa.sa.gov.au/record=b2075446,http://www.catalog.slsa.sa.gov.au/xrecord=b2075446,,Fleet family residence,1880,Photograph (b&w print)  15.2 cm x 20.4 cm (image)   24.6 cm x 29.8 cm (mount);RESERVE 1 b,"ACRE 995: Margaret Fleet sitting in a chair in the garden of her residence on the corner of Brougham Place and Melbourne Street, Adelaide, the site of which is now St. Ann's College","Architecture, Domestic -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/62250/B62236.jpg,995
b20645971,http://www.catalog.slsa.sa.gov.au/record=b2064597,http://www.catalog.slsa.sa.gov.au/xrecord=b2064597,,North Adelaide,1861,Photograph  9.2 cm x 5.8 cm,"[General description] Behind the houses, grouped like a village in the countryside are the parklands and the city beyond. In the foreground a small building with a shingle roof appears to be partially demolished. [On back of photograph] 'Acres 993, 996, 997' (Another hand) 'Looking south from Stanley Street, North Adelaide / 1861 to 1879 / Houses towards the left are in Melbourne St. on Acre 993. For exact site see B 1845'","Open spaces -- South Australia -- Adelaide;Stanley Street, (North Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/04750/B4544.jpg,993
b20645661,http://www.catalog.slsa.sa.gov.au/record=b2064566,http://www.catalog.slsa.sa.gov.au/xrecord=b2064566,,Jerningham Street,1880,Photograph  25.5 cm x 21.0 cm,"Jerningham Street, west side",,http://images.slsa.sa.gov.au/mpcimg/09000/B8979.jpg,987
b20645715,http://www.catalog.slsa.sa.gov.au/record=b2064571,http://www.catalog.slsa.sa.gov.au/xrecord=b2064571,,Jerningham Street,1880,Photograph ,"Jerningham Street, west side",,http://images.slsa.sa.gov.au/mpcimg/16000/B15982.jpg,987
b20645697,http://www.catalog.slsa.sa.gov.au/record=b2064569,http://www.catalog.slsa.sa.gov.au/xrecord=b2064569,,Jerningham Street,1890,Photograph  14.9 cm x 11.5 cm,"Jerningham Street, west side",,http://images.slsa.sa.gov.au/mpcimg/16000/B15980.jpg,987
b20645703,http://www.catalog.slsa.sa.gov.au/record=b2064570,http://www.catalog.slsa.sa.gov.au/xrecord=b2064570,,Jerningham Street,1890,Photograph  14.9 cm x 11.5 cm,Jerningham Street,,http://images.slsa.sa.gov.au/mpcimg/16000/B15981.jpg,987
b20645727,http://www.catalog.slsa.sa.gov.au/record=b2064572,http://www.catalog.slsa.sa.gov.au/xrecord=b2064572,,Jerningham Street,1890,Photograph  21.6 cm x 15.8 cm,"Lion Brewery, Jerningham Street",,http://images.slsa.sa.gov.au/mpcimg/16000/B15979.jpg,987
b20643767,http://www.catalog.slsa.sa.gov.au/record=b2064376,http://www.catalog.slsa.sa.gov.au/xrecord=b2064376,,"O'Connell Street, North Adelaide",1878,Photograph  19.6 cm x 26.5 cm;RESERVE 1 b [photograph];RESERVE 4 [glass plate negative],"O'Connell Street, North Adelaide, looking south from Prospect Road. The Caledonian Hotel is on the right of the image. Edward Bailey was the licensee from December 1877 to his death in May 1879",,http://images.slsa.sa.gov.au/mpcimg/05250/B5111.jpg,945
b20642775,http://www.catalog.slsa.sa.gov.au/record=b2064277,http://www.catalog.slsa.sa.gov.au/xrecord=b2064277,,O'Connell Street,1890,Photograph (carte-de-visite)  5.2 cm x 8.9 cm (image)   6.2 cm x 10.5 (mount);C1,O'Connell Street,,http://images.slsa.sa.gov.au/mpcimg/45250/B45108.jpg,906
b20642222,http://www.catalog.slsa.sa.gov.au/record=b2064222,http://www.catalog.slsa.sa.gov.au/xrecord=b2064222,,Gover Street,1890,Photograph  13.9 cm x 10.2 cm,"Gover Street, south side, 1890, right side of house is 70 yards east of Jeffcott Street and frontage is 6.5 yards",,http://images.slsa.sa.gov.au/mpcimg/07500/B7270.jpg,881
b20642143,http://www.catalog.slsa.sa.gov.au/record=b2064214,http://www.catalog.slsa.sa.gov.au/xrecord=b2064214,,O'Connell Street,1870,Photograph ,"O'Connell Street, west side",,http://images.slsa.sa.gov.au/mpcimg/21500/B21364.jpg,877
b2064212x,http://www.catalog.slsa.sa.gov.au/record=b2064212,http://www.catalog.slsa.sa.gov.au/xrecord=b2064212,"Sweet, Samuel White, 1825-1886",Gover Street,1872,Photograph  20.6 cm x 15.5 cm,Gover Street,,http://images.slsa.sa.gov.au/mpcimg/09250/B9171.jpg,877
b20642118,http://www.catalog.slsa.sa.gov.au/record=b2064211,http://www.catalog.slsa.sa.gov.au/xrecord=b2064211,"Sweet, Samuel White, 1825-1886",O'Connell Street,1877,Photograph  20.6 cm x 15.5 cm,O'Connell Street,,http://images.slsa.sa.gov.au/mpcimg/09250/B9170.jpg,877
b20641928,http://www.catalog.slsa.sa.gov.au/record=b2064192,http://www.catalog.slsa.sa.gov.au/xrecord=b2064192,,"LeFevre Terrace, North Adelaide",1890,Photograph  21.3 cm x 12.7 cm,"LeFevre Terrace, North Adelaide, south of Gover Street. This row of cottages has a slate roof, a white picket fence, and an attractive garden. Probably dated before 1890",Cottages -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/02750/B2557.jpg,871
b2064193x,http://www.catalog.slsa.sa.gov.au/record=b2064193,http://www.catalog.slsa.sa.gov.au/xrecord=b2064193,,"LeFevre Terrace, North Adelaide",1890,Photograph  20.5 cm x 12.8 cm,"LeFevre Terrace, North Adelaide, south of Gover Street. A [probable] tradesman and his horse and cart stand outside a row of cottages, probably from the same row shown in B 2557. Probably dated before 1890",Cottages -- South Australia -- North Adelaide;Horse Drawn Vehicles,http://images.slsa.sa.gov.au/mpcimg/02750/B2560.jpg,871
b20641916,http://www.catalog.slsa.sa.gov.au/record=b2064191,http://www.catalog.slsa.sa.gov.au/xrecord=b2064191,,LeFevre Terrace,1880,Photograph  24.2 cm x 15.6 cm,LeFevre Terrace,,http://images.slsa.sa.gov.au/mpcimg/06500/B6379.jpg,870
b20641795,http://www.catalog.slsa.sa.gov.au/record=b2064179,http://www.catalog.slsa.sa.gov.au/xrecord=b2064179,"Sweet, Samuel White, 1825-1886",Tynte Street,1877,Photograph  20.9 cm x 15.2 cm,"Tynte Street, north side, Public School, far side of school is 40 yards west of Margaret Street and frontage is 48 yards",Schools -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/10750/B10677.jpg,867
b20641771,http://www.catalog.slsa.sa.gov.au/record=b2064177,http://www.catalog.slsa.sa.gov.au/xrecord=b2064177,"Gall, Ernest, photographer","Tynte Street, North Adelaide",1889,"Negative (glass, half plate)  12.1 cm x 16.5 cm;RESERVE 4","North Adelaide Public School, Tynte Street, north side, taken in 1889. Students and teachers stand in front of the building. The right side of the school is 30 yards west of Margaret Street and the left side of the school is 101 yards west of Margaret Street",Schools -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/01750/B1555.jpg,867
b20641783,http://www.catalog.slsa.sa.gov.au/record=b2064178,http://www.catalog.slsa.sa.gov.au/xrecord=b2064178,,Tynte Street,1889,Photograph  20.9 cm x 15.8 cm,"Tynte Street, Public School, 1889, far side of the school is 40 yards west of Margaret Street and frontage is 48 yards",Schools -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/09250/B9118.jpg,867
b2064159x,http://www.catalog.slsa.sa.gov.au/record=b2064159,http://www.catalog.slsa.sa.gov.au/xrecord=b2064159,"Sweet, Samuel White, 1825-1886",Tynte Street,1875,Photograph  21.5 cm x 16.6 cm,"Tynte Street, North Adelaide",,http://images.slsa.sa.gov.au/mpcimg/21750/B21709.jpg,864
b20641588,http://www.catalog.slsa.sa.gov.au/record=b2064158,http://www.catalog.slsa.sa.gov.au/xrecord=b2064158,,O'Connell Street,1890,Photograph  25.5 cm x 20.5 cm,"O'Connell Street, west side, Oxford Hotel",,http://images.slsa.sa.gov.au/mpcimg/18250/B18157.jpg,864
b20641357,http://www.catalog.slsa.sa.gov.au/record=b2064135,http://www.catalog.slsa.sa.gov.au/xrecord=b2064135,"Government Photolithographer (S. Aust.), photographer","Baptist Church, Tynte Street, North Adelaide",1870,Photograph  9.6 cm x 5.6 cm,"Baptist Church in Tynte Street, North Adelaide photographed at around the time of opening in 1870. Frontage of church is 17 yards and right side is 108 yards west of O'Connell Street",North Adelaide Baptist Church (S. Aust.);Church architecture -- South Australia -- North Adelaide;Church architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/00250/B69.jpg,863
b20641370,http://www.catalog.slsa.sa.gov.au/record=b2064137,http://www.catalog.slsa.sa.gov.au/xrecord=b2064137,,"Tynte Street, North Adelaide",1870,Photograph  9.1 cm x 5.9 cm,"Tynte Street, north side, North Adelaide, featuring the Baptist Church, soon after its completion. This Church was described as ""Venetian in style"" in the Adelaide Register of July 1870",North Adelaide Baptist Church (S. Aust.);Church architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/02000/B1992.jpg,863
b20641394,http://www.catalog.slsa.sa.gov.au/record=b2064139,http://www.catalog.slsa.sa.gov.au/xrecord=b2064139,,Tynte Street,1870,Photograph  9.3 cm x 5.9 cm,"Tynte Street, north side, Baptist Church",North Adelaide Baptist Church (S. Aust.);Church architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/08250/B8032.jpg,863
b20641345,http://www.catalog.slsa.sa.gov.au/record=b2064134,http://www.catalog.slsa.sa.gov.au/xrecord=b2064134,,"Tynte Street, North Adelaide",1871,Photograph  19.0 cm x 12.8 cm,"Tynte Street, north side, Baptist Church",North Adelaide Baptist Church (S. Aust.) For exact site see B 710;Church architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/00500/B358.jpg,863
b20641400,http://www.catalog.slsa.sa.gov.au/record=b2064140,http://www.catalog.slsa.sa.gov.au/xrecord=b2064140,"Sweet, Samuel White, 1825-1886",Tynte Street,1872,Photograph  20.5 cm x 15.5 cm,"Tynte Street, north side, Baptist Church",North Adelaide Baptist Church (S. Aust.);Church architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/10750/B10699.jpg,863
b20641424,http://www.catalog.slsa.sa.gov.au/record=b2064142,http://www.catalog.slsa.sa.gov.au/xrecord=b2064142,,Tynte Street,1872,Photograph  19.5 cm x 14.4 cm,"Tynte Street, Baptist Church",,http://images.slsa.sa.gov.au/mpcimg/26250/B26177.jpg,863
b20641515,http://www.catalog.slsa.sa.gov.au/record=b2064151,http://www.catalog.slsa.sa.gov.au/xrecord=b2064151,,Tynte Street,1880,Photograph (b&w print)  5.2 cm x 9.5 cm (image)   6.2 cm x 10.5 cm;C1,"Tynte Street, Baptist Church, North Adelaide",,http://images.slsa.sa.gov.au/mpcimg/45250/B45111.jpg,863
b20641369,http://www.catalog.slsa.sa.gov.au/record=b2064136,http://www.catalog.slsa.sa.gov.au/xrecord=b2064136,,"Tynte Street, North Adelaide",1890,Photograph  19.6 cm x 14.4 cm,"Tynte Street, North Adelaide, Baptist Church, frontage of church is 17 yards and right side is 108 yards west of O'Connell Street",,http://images.slsa.sa.gov.au/mpcimg/00750/B710.jpg,863
b20641448,http://www.catalog.slsa.sa.gov.au/record=b2064144,http://www.catalog.slsa.sa.gov.au/xrecord=b2064144,,Tynte Street,1890,photograph,"Tynte Street, north side, Baptist Church",North Adelaide Baptist Church (S. Aust.);Church buildings -- South Australia -- North Adelaide;Baptists -- South Australia -- North Adelaide;Interior architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/36500/B36376.jpg,863
b2064145x,http://www.catalog.slsa.sa.gov.au/record=b2064145,http://www.catalog.slsa.sa.gov.au/xrecord=b2064145,,Tynte Street,1890,photograph,"Tynte Street, North side, Baptist Church library",North Adelaide Baptist Church (S. Aust.);Interior architecture -- South Australia -- North Adelaide;Baptists -- South Australia -- North Adelaide;Church libraries -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/36500/B36377.jpg,863
b20641461,http://www.catalog.slsa.sa.gov.au/record=b2064146,http://www.catalog.slsa.sa.gov.au/xrecord=b2064146,,Tynte Street,1890,photograph,"Tynte Street, north side, Baptist Church",North Adelaide Baptist Church (S. Aust.);Baptists -- South Australia -- North Adelaide;Church buildings -- South Australia -- North Adelaide;Interior architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/36500/B36378.jpg,863
b20641473,http://www.catalog.slsa.sa.gov.au/record=b2064147,http://www.catalog.slsa.sa.gov.au/xrecord=b2064147,,Tynte Street,1890,photograph,"Tynte Street, north side, Baptist Church",North Adelaide Baptist Church (S. Aust.);Church buildings -- South Australia -- North Adelaide;Baptists -- South Australia -- North Adelaide;Interior architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/36500/B36379.jpg,863
b20641485,http://www.catalog.slsa.sa.gov.au/record=b2064148,http://www.catalog.slsa.sa.gov.au/xrecord=b2064148,,Tynte Street,1890,photograph,"Tynte Street, north side, Baptist Church",North Adelaide Baptist Church (S. Aust.);Church buildings -- South Australia -- North Adelaide;Baptists -- South Australia -- North Adelaide;Interior architecture -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/36500/B36380.jpg,863
b20641497,http://www.catalog.slsa.sa.gov.au/record=b2064149,http://www.catalog.slsa.sa.gov.au/xrecord=b2064149,,Tynte Street,1890,photograph,"Tynte Street, north side, Baptist church",North Adelaide Baptist Church (S. Aust.);Baptists -- South Australia -- North Adelaide;Interior architecture -- South Australia -- North Adelaide;Church buildings -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/36500/B36381.jpg,863
b20641527,http://www.catalog.slsa.sa.gov.au/record=b2064152,http://www.catalog.slsa.sa.gov.au/xrecord=b2064152,,Baptist Church organ,1891,RESERVE 1 b;Photograph (b&w print)  16 cm x 21.4 cm (image)   25.3 cm x 30.3 cm,The new organ at Tynte Street Baptist Church which was completed in 1891 when it was the largest pneumatic action organ in the State,North Adelaide Baptist Church (S. Aust.);Organ (Musical instrument) -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/47750/B47651.jpg,863
b20641278,http://www.catalog.slsa.sa.gov.au/record=b2064127,http://www.catalog.slsa.sa.gov.au/xrecord=b2064127,"Gall, Ernest, photographer","Tynte Street, North Adelaide",1896,Photograph  20.6 cm x 14.9 cm,"[General description] This two storey stone building is in the Greek Revival style with a recessed portico featuring tall Ionic columns. The Reverend James Jefferis began his ministry in this Hall in May 1859 and a fellowship was formed in October of that year. [On back of photograph] 'Acres 861 & 862 / Tynte Street, north side / About 1896 / West side of Temperance Hall is 21.5 yards east of Mansfield Street . Frontage of hall: 13 yards.'",Architecture -- 19th century -- South Australia -- Adelaide;Temperance,http://images.slsa.sa.gov.au/mpcimg/03500/B3308.jpg,861
b20641163,http://www.catalog.slsa.sa.gov.au/record=b2064116,http://www.catalog.slsa.sa.gov.au/xrecord=b2064116,"Gall, Ernest, photographer","Tynte Street, North Adelaide",1896,Photograph  15.2 cm x 11.1 cm,"[General description]  This commanding Church is viewed from the Square with the bollards of its gateway in the foreground. It was designed by Daniel Garlick in 1882, as ""something of a Cathedral church for the Primitive Methodists"". [On back of photograph] 'Acre 860 / Methodist Church / North corner of Tynte St. & Wellington Square. / 1896 / West frontage of church: 17 yards. Far side of houses on the right with the striped verandahs is 69 yards east of Wellington Square.'","Primitive Methodist Church (North Adelaide, S. Aust.);Wellington Square (North Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/03000/B2973.jpg,860
b20743129,http://www.catalog.slsa.sa.gov.au/record=b2074312,http://www.catalog.slsa.sa.gov.au/xrecord=b2074312,,"St. Dominic's Church, North Adelaide",1890,photograph  22.5 cm x 16.5 cm;RESERVE 4 [glass plate],"ACRE 846: Interior view of St. Dominic's Church in Molesworth Street, North Adelaide, showing the altar","St. Dominic's Church (North Adelaide, S. Aust.);Interior architecture -- South Australia -- Adelaide;Church architecture -- South Australia -- Adelaide;Altars -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/64000/B63793.jpg,846
b20743130,http://www.catalog.slsa.sa.gov.au/record=b2074313,http://www.catalog.slsa.sa.gov.au/xrecord=b2074313,,"St Dominic's Church, North Adelaide",1890,photograph  22.5 cm x 16.5 cm;RESERVE 4 [glass plate],"ACRE 846: Interior view of St Dominic's Church, Molesworth Street, North Adelaide","St. Dominic's Church (North Adelaide, S. Aust.);Interior architecture -- South Australia -- Adelaide;Church architecture -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/64000/B63794.jpg,846
b20743142,http://www.catalog.slsa.sa.gov.au/record=b2074314,http://www.catalog.slsa.sa.gov.au/xrecord=b2074314,,"St Dominic's Church, North Adelaide",1890,photograph  22.5 cm x 16.5 cm;RESERVE 4 [glass plate],"ACRE 846: Premises of St Dominic's Church, Molesworth Street, North Adelaide","St. Dominic's Church (North Adelaide, S. Aust.);Church architecture -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/64000/B63795.jpg,846
b20640377,http://www.catalog.slsa.sa.gov.au/record=b2064037,http://www.catalog.slsa.sa.gov.au/xrecord=b2064037,"Gall, Ernest, photographer",Tynte Street,1896,Photograph  20.1 cm x 15 cm,"Tynte Street, south side",,http://images.slsa.sa.gov.au/mpcimg/05500/B5409.jpg,827
b2064016x,http://www.catalog.slsa.sa.gov.au/record=b2064016,http://www.catalog.slsa.sa.gov.au/xrecord=b2064016,,Archer Street,1860,Photograph  10.3 cm x 6.2 cm,"Archer Street, north side",,http://images.slsa.sa.gov.au/mpcimg/21500/B21357.jpg,822
b20640031,http://www.catalog.slsa.sa.gov.au/record=b2064003,http://www.catalog.slsa.sa.gov.au/xrecord=b2064003,,Archer Street,1870,Photograph (b&w print)  5 cm x 9.4 cm (image)   6.1 cm x 10.4 cm (mount);C1,Archer Street,,http://images.slsa.sa.gov.au/mpcimg/46000/B45795.jpg,822
b20640043,http://www.catalog.slsa.sa.gov.au/record=b2064004,http://www.catalog.slsa.sa.gov.au/xrecord=b2064004,,"Archer Street, North Adelaide",1870,Photograph  9.2 cm x 5.9 cm,"Archer Street, North AdelaIde, north side. This fine Wesleyan Church was built in 1856. For an earlier view, see B 21357",Church buildings -- South Australia -- North Adelaide,http://images.slsa.sa.gov.au/mpcimg/02000/B1940.jpg,822
b20640092,http://www.catalog.slsa.sa.gov.au/record=b2064009,http://www.catalog.slsa.sa.gov.au/xrecord=b2064009,"Gall, Ernest, photographer",Centenary Street,1893,Photograph  19.8 cm x 15.5 cm,"East corner of Centenary Street and Archer Street, 1893, frontage of church is 27 yards and frontage of church on right is 23 yards",,http://images.slsa.sa.gov.au/mpcimg/05500/B5375.jpg,822
b20639879,http://www.catalog.slsa.sa.gov.au/record=b2063987,http://www.catalog.slsa.sa.gov.au/xrecord=b2063987,"Sweet, Samuel White, 1825-1886",Archer Street,1875,Photograph ,Archer Street,,http://images.slsa.sa.gov.au/mpcimg/09250/B9167.jpg,821
b20639909,http://www.catalog.slsa.sa.gov.au/record=b2063990,http://www.catalog.slsa.sa.gov.au/xrecord=b2063990,"Sweet, Samuel White, 1825-1886",LeCornu's O'Connell Street,1881,Photograph  20.6 cm x 15.6 cm,"The premises of Philip LeCornu's Furniture Warehouse, Cabinet Maker and Undertaker, Corner of O'Connell Street, east side, and Archer Street, North Adelaide","Stores, Retail -- South Australia -- North Adelaide",http://images.slsa.sa.gov.au/mpcimg/10750/B10719.jpg,821
